state,substate,n_sql,dwell_min_s,dwell_p50_s,dwell_p95_s,dwell_max_s,dwell_sum_s,n_loki,loki_p50_s,prom_entered,prom_p50_s,prom_p95_s,flags
hostinit,enableipmioverlan,10,2.12,2.12,2.58,2.58,21.68,10,2.11,10,3.00,4.80,
hostinit,machinestatemeasuring,0,,,,,,10,2.17,10,3.00,4.80,
hostinit,machinestatespdmmeasuring,0,,,,,,10,2.65,10,3.00,4.80,
hostinit,measuring,10,2.16,2.17,2.17,2.17,21.71,0,,,,,
hostinit,pollingbiossetup,10,2.23,2.24,2.42,2.42,22.57,10,2.22,10,3.00,4.80,
hostinit,setbootorder,20,2.16,2.22,2.26,2.33,44.51,20,2.20,20,3.00,4.80,
hostinit,spdmmeasuring,10,2.02,2.65,2.65,2.65,25.89,0,,,,,
hostinit,uefisetup,40,2.04,2.37,6.89,7.32,136.10,40,2.34,40,3.67,13.00,
hostinit,waitingforbiosjob,30,2.06,2.56,7.35,7.36,120.87,30,2.54,30,4.00,13.50,
hostinit,waitingfordiscovery,20,2.12,4.47,7.15,7.15,92.27,20,4.46,20,5.00,14.00,
hostinit,waitingforlockdown,40,2.36,33.47,332.59,332.60,4015.73,40,33.44,40,5.00,540.00,
hostinit,waitingforplatformconfiguration,10,2.54,2.65,2.65,2.65,26.42,10,2.63,10,3.00,4.80,
ready,,0,,,,,,0,,10,,,SQL_OPEN(10)
validation,reboothost,0,,,,,,10,2.38,10,3.00,4.80,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""040361fc-02f5-4814-a199-1b40384311f1""}}}",1,2.40,2.40,2.40,2.40,2.40,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""29a2907b-287a-49b9-838b-630efeb74cb4""}}}",1,2.00,2.00,2.00,2.00,2.00,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""2f722c19-29cc-4a47-b76b-ede77aa72603""}}}",1,2.39,2.39,2.39,2.39,2.39,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""50428cb7-9de0-4e24-9719-c3af73062cc6""}}}",1,2.39,2.39,2.39,2.39,2.39,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""5a33e78f-c43a-4bda-b136-937da2365eb5""}}}",1,2.40,2.40,2.40,2.40,2.40,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""5cbedbcf-6545-4c6f-a3e9-0caaf6f1f88c""}}}",1,2.39,2.39,2.39,2.39,2.39,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""5f6704a2-1df4-4869-9327-0df050bb92ec""}}}",1,2.39,2.39,2.39,2.39,2.39,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""8ead8865-68ea-424f-8008-94972058a026""}}}",1,2.39,2.39,2.39,2.39,2.39,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""c6427e6c-85ba-4521-9218-42321594cf9f""}}}",1,2.40,2.40,2.40,2.40,2.40,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""de919d40-959c-41d4-ae3d-3a2930fc8468""}}}",1,2.40,2.40,2.40,2.40,2.40,0,,,,,
waitingforcleanup,hostcleanup,10,287.11,287.25,287.26,287.26,2872.34,10,287.22,10,210.00,291.00,
waitingforcleanup,init,10,2.20,2.20,2.33,2.33,22.13,10,2.19,10,3.00,4.80,
